"","No screening","0.9999 0 IgAEMA","0.9999 0 IgAEMA plus HLA","0.766 0.625 IgAEMA","0.766 0.625 IgAEMA plus HLA","0.409 0.922 IgAEMA","0.409 0.922 IgAEMA plus HLA","0.123 0.989 IgAEMA","0.123 0.989 IgAEMA plus HLA","0.002 0.9999 IgAEMA","0.002 0.9999 IgAEMA plus HLA","0.773 0.659 IgAEMA","0.773 0.659 IgAEMA plus HLA","0.584 0.889 IgAEMA","0.584 0.889 IgAEMA plus HLA","0.335 0.97 IgAEMA","0.335 0.97 IgAEMA plus HLA","0.1 0.996 IgAEMA","0.1 0.996 IgAEMA plus HLA"
"256",13224.578039447,15167.396444935,15535.1393573521,14010.9372257158,15109.9454617143,13903.5894027088,14977.9647433851,14003.0184137422,15008.5290138093,14202.3490281096,15060.1220602208,14001.9213775583,15095.8362744354,13954.258856387,15005.074361104,14061.7730934157,15023.6942151047,14325.0150029531,15084.182507068
"257",12446.3156522873,15115.1278732261,15490.6650223731,13263.1296314851,15066.4750142418,13199.3977139702,14944.9943325739,13409.9454308106,14978.5698820367,13777.1386861593,15028.9445098352,13261.9581817459,15054.9538764862,13277.7514324061,14973.6593847215,13509.7017638636,14994.5920450134,13998.4149486851,15052.2780839617
"258",13198.3990670304,14999.5335029284,15246.1293368245,13981.8002940047,14863.1727243077,13864.6372379868,14747.3367219262,13940.9640041334,14780.5088165921,14106.0136571414,14830.8560953962,13971.0707777566,14850.1365760613,13909.6772014541,14771.6306288612,13991.3865794841,14794.155633261,14208.7709927683,14853.6821731432
"259",12725.0723660446,15193.4999024018,15494.8218099645,13537.0118934489,15063.0365498283,13461.4865936347,14945.325002996,13642.5901216604,14978.8963767049,13963.4071275766,15032.175571891,13533.7811355335,15054.144084756,13532.7573554467,14975.2122069681,13731.3675917351,14995.0912590518,14156.4118225269,15057.4118166775
"260",10643.2152885801,14835.4460200783,15179.0583721315,11527.5506669102,14764.9471602165,11555.9996092964,14668.3355410867,12001.6481951248,14710.9630385609,12721.7905648257,14763.6491350551,11542.9954504929,14759.2686071086,11693.0913487483,14699.7815290729,12187.8562193063,14728.4659205758,13149.2123434346,14787.7679280282
"261",12122.5531684122,15060.8345736391,15367.0997066225,12949.916386249,14964.2204376562,12900.1309783338,14849.9389398146,13148.0648866897,14880.0721026024,13574.9155154936,14925.4273013439,12951.2731814888,14953.9287735317,12987.7724901683,14877.6689247164,13262.1886080618,14895.6035867463,13832.8603252333,14946.6616254384
"262",12500.9281888157,15038.7131223836,15365.8101533885,13314.0777697915,14961.4721239037,13241.8136825108,14841.3423612587,13431.6610278837,14870.2635803067,13767.4811956275,14915.1578932488,13311.4248178148,14949.3062554852,13315.1919155578,14868.1968233415,13523.9549974365,14885.417312638,13970.2308607121,14936.0748489482
"263",11542.6477643629,15020.9660498126,15365.6151067923,12395.0194812107,14937.2989702541,12382.8757482831,14825.8555449598,12722.4866240566,14859.8208389054,13279.3579647666,14908.6233897599,12403.1721335193,14929.7424019058,12493.7404479904,14857.0107598938,12869.3276707461,14877.0219444846,13609.4188444925,14931.6661122673
"264",11745.5498195911,14989.8523695874,15358.8589209202,12589.3786257474,14901.9971227707,12557.9812638776,14771.0379157333,12853.6291243795,14790.5664781275,13350.3599007176,14830.5128531165,12594.1535874994,14893.3037707446,12657.9709836253,14803.4831800421,12985.4822112674,14808.2889986354,13648.1545185884,14850.9347784053
"265",10575.3664826221,15030.048966079,15397.6148367641,11468.8372632363,14954.5028192897,11511.7246193898,14858.8376897193,11994.933853497,14903.6371145321,12774.5088489308,14959.3275875895,11486.8525095094,14951.6327013579,11658.001831889,14893.6151374192,12195.3199229638,14922.5543242637,13238.2293405483,14985.1492296762
"266",13426.2284398312,15213.9687849648,15537.5397496692,14206.7304548326,15140.1982847468,14090.0843218898,15017.2366921922,14165.958501274,15047.9376606555,14329.3343536596,15095.2680592222,14196.0586504218,15125.9149227432,14134.9528731644,15042.1797605948,14216.0264460848,15062.069304167,14430.678111022,15116.7889365911
"267",12844.7181633468,14991.8696807412,15316.5958369999,13643.0454117692,14903.5089177417,13547.3403915329,14782.8964644469,13677.8190544842,14818.422986074,13923.7917986415,14872.2522081188,13636.1613810124,14891.2073508777,13605.8422803186,14809.9807651258,13748.0050670668,14833.506405355,14073.6346257625,14896.9120327673
"268",12376.359041747,15098.7451053336,15454.1084025589,13191.9661277211,15033.3866318298,13132.5016921523,14912.2434129411,13352.1366180085,14943.0877238792,13732.668910204,14991.0859718199,13191.5285540033,15022.3132487988,13213.0657297433,14940.8459053355,13455.2134798217,14959.0415510046,13961.6822202977,15013.5991032065
"269",12058.9893195831,14965.6904967132,15414.8279109461,12887.9481686999,14977.328150809,12837.091346937,14850.6183596166,13082.252726685,14883.616821537,13503.0527553061,14932.8147148491,12889.1164707758,14964.8997522297,12924.0736509186,14880.1556406547,13194.9591210663,14900.2844323149,13756.4193290812,14955.6570084003
"270",12341.6645136207,14991.2921786811,15281.1109555589,13161.6069875467,14882.0489494223,13096.2033417779,14764.7245735474,13303.8911775675,14792.5418604707,13665.4368899096,14836.3274080066,13160.232528922,14870.7790021637,13174.212218984,14791.6067960816,13402.7320120209,14807.6550045318,13882.6389612831,14856.9045453439
"271",12643.8179195974,15111.08632745,15399.8927387003,13454.592539142,14999.9683541751,13378.2409397032,14887.9625839888,13557.6800769571,14923.7511958057,13877.6661381301,14975.1205116593,13451.1870794103,14989.2237357812,13448.9491628899,14914.9469625191,13645.9855787872,14938.7865129326,14071.0404224828,14998.5589590603
"272",12113.2622325016,15169.6014084902,15512.6896520599,12952.3071779848,15083.6064751286,12910.7697460357,14974.5341914162,13180.2799814055,15016.0937879281,13636.0480397864,15072.7324413273,12955.1933395514,15075.520641603,13003.9820795545,15005.1453143113,13301.7392184591,15032.8864966108,13908.9479578732,15098.6687197296
"273",12361.0753419889,15082.6937567397,15436.7850095928,13180.3137454995,15014.0447963817,13119.8336230725,14886.039480101,13338.6340723913,14910.1085860445,13717.4476646258,14952.7088623557,13179.7795611528,15002.086810036,13200.4827340684,14914.4438927854,13441.6081141274,14926.0358115932,13945.1303222438,14973.2825112117
"274",12642.0430074011,15081.5611594494,15396.7771498379,13449.341425792,14988.7542792983,13370.5379764771,14860.5124244559,13543.8906544313,14881.7492572978,13855.9124654533,14921.7033363013,13445.5250563132,14975.8838093943,13439.8484215439,14887.2263096253,13630.4209401647,14896.805910764,14045.2917419558,14941.0506164361
"275",12555.6463132977,15110.2937529784,15470.9118977616,13365.0456355387,15055.5803690795,13294.1260242368,14925.8129350781,13486.0306916665,14948.1413004156,13825.9108387343,14988.6401399779,13362.5944863389,15042.4177691273,13367.9056524395,14953.0840053659,13579.2512782276,14963.5727269665,14031.643665136,15008.1627285876
"276",13595.6763975086,15089.6312560535,15414.3277167129,14365.1558337599,15019.9822309296,14229.9174767723,14888.1312642577,14259.589090594,14906.7262282023,14353.3479310026,14942.6005538574,14351.2119001179,15004.0902186315,14263.5316610116,14912.0218471958,14292.9592805355,14920.3965656751,14413.8565412451,14433.2285572066
"277",10936.8445168494,14972.6309935806,15391.9555263537,11810.0952045364,14953.4899741665,11825.9580012309,14839.8727011722,12241.3696648323,14875.1604200716,12922.0929758354,14924.3237332064,11823.2277054772,14945.6114617868,11955.1692170875,14872.0732952913,12417.2377720596,14893.1199745834,13329.6092908208,14947.510415016
"278",13781.7870571378,15173.9894790155,15459.8653090507,14549.4095482688,15075.5085968364,14407.6907608185,14951.3647914368,14421.7626558063,14977.4283196707,14491.9455187103,15019.8518928206,14534.3046360916,15060.2136357125,14437.3905557799,14974.6510557083,14449.2554693472,14990.6976334701,14538.5329347383,14477.2664186706
"279",12797.7855334403,15119.1313376656,15418.9816799717,13603.1295202077,15030.376675639,13518.5107825282,14917.7369934888,13676.5869281354,14950.8657916394,13963.2228505194,14997.6212398525,13598.252738126,15018.2391232154,13583.9870733143,14943.3144945428,13756.9137794891,14965.3508171291,14136.4561345614,15018.7839717124
"280",13721.3073092715,15189.0408064726,15461.9095527566,14487.6580037717,15069.09976822,14350.9801610763,14933.9427985517,14376.3817106251,14952.4143262955,14464.1746148716,14992.450482439,14473.4338091589,15053.1638920148,14383.4649999556,14957.5535218962,14408.2412009091,14965.8253546566,14521.4741572944,15011.6607269397
"281",13282.1506431688,15103.4109395311,15489.2092733602,14064.2256063145,15069.4886170863,13948.7992573736,14922.1102445464,14028.5352705005,14932.0965236561,14197.7063620815,14963.3568059058,14053.8625676494,15052.5805786123,13994.9878955757,14947.701061779,14080.5183821902,14946.7746504185,14302.4416848992,14411.9720151737
"282",13796.784490197,15015.319905046,15299.2967794857,14551.1964143578,14914.5290246105,14400.7960788653,14787.7552239131,14389.7425341815,14815.281824655,14421.8912441152,14861.2730988272,14534.432294681,14898.5679923711,14423.959933975,14810.6382590466,14407.7588543625,14828.3071927315,14446.2518892601,14882.189861448
"283",13258.1392026177,15166.3083102219,15505.8643002777,14045.1237488609,15074.2795761256,13934.6537196853,14936.91962083,14027.5722230971,14961.2041035256,14217.3686834024,15009.7858919839,14035.6072734737,15060.5128047505,13983.8944915446,14964.49355546,14084.1829162293,14976.4779957876,14334.5316403998,15033.327818507
"284",12130.121328066,15163.1439999296,15512.5536676658,12961.4869582372,15093.6742620496,12919.1808972264,14986.3143983341,13184.5599590152,15028.663851091,13635.9314343298,15084.9519030236,12964.1285700235,15084.9297272951,13010.9953008558,15015.9302444729,13304.5397177361,15045.0413018269,13907.347511081,15110.4493838774
"285",13815.038949554,15029.2507813638,15344.195882136,14574.6982575118,14944.4538410331,14422.1499837122,14807.0813989075,14408.6391453895,14828.8591553428,14437.4130717084,14871.4937092277,14557.6489110485,14927.3636759125,14444.9905993991,14830.6151429049,14426.036883052,14842.2860083684,14459.8171949208,14891.4478402926
"286",11978.905852499,14968.8211770045,15317.0441695004,12810.3184376591,14894.5475721345,12764.6301112361,14773.2317779056,13022.5526942217,14801.6561420118,13462.2386268456,14847.093874348,12812.4435634001,14884.0530036629,12854.9365096602,14802.38118071,13140.1335670715,14817.9170712188,13726.5360170501,14868.7252179603
"287",13131.8933464497,15094.7476170052,15406.7209539947,13919.8508355853,15026.5982870043,13814.2572646256,14914.3439346744,13917.8227688663,14945.6871897562,14122.2509281674,14989.0100302253,13911.1651732912,15013.4334181607,13866.0459031067,14938.6736836453,13977.989604195,14959.574822864,14247.3230945062,14455.8069052968
"288",10186.0509088739,14951.3975922203,15396.4210615968,11097.1821059516,14945.6608336682,11163.5760842,14855.0513885404,11703.297353217,14911.3837533582,12560.0879168347,14975.7030222063,11119.4284748118,14942.6718190637,11324.1686306976,14890.7950637562,11923.1960552504,14931.0344581214,13065.0245345757,15004.5627095849
"289",11910.2101701737,15084.3088096879,15396.3697076393,12748.8247060954,14999.0740573721,12714.9339784561,14888.9079827573,13002.119776713,14920.5279525983,13485.3096781764,14965.4747030354,12753.0514806007,14989.1576410942,12812.486893538,14916.6239830276,13130.3240744229,14936.1623870572,13774.8249969971,14986.3695734876
"290",10484.0472568469,15160.2933179503,15681.9682672706,11389.4834077199,15186.388029992,11443.2712861973,15068.3350755476,11957.0873983894,15107.1962618413,12785.2806361964,15161.1351172957,11409.5058497153,15181.6421131598,11597.2193297604,15106.4309696305,12169.1815280276,15127.981034449,13278.6822364477,15187.0419603845
"291",12084.7285575469,15061.3526015784,15392.0942026137,12913.7591085377,14984.4133943406,12871.7990940192,14893.62962888,13134.6424977794,14951.067148551,13577.6297486773,15018.7874528418,12916.3909899854,14977.3907900509,12962.8658006289,14923.1199722874,13252.6791133739,14967.2687172137,13841.8540905339,15048.2476485887
"292",12485.2922689575,14965.4266913856,15242.2950155125,13293.4616978845,14847.7391048366,13216.9027071079,14728.4517212067,13395.9521711,14753.8309997449,13717.3584092849,14796.0570813491,13290.0243248841,14835.9336968243,13287.519512469,14754.6084063673,13484.596402474,14768.5370409212,13912.6637621219,14816.0358037867
"293",9933.2102654411,14878.4649960085,15310.0086687682,10845.4099890154,14855.9833186942,10915.965747008,14737.2842612521,11470.8599081849,14762.9051541923,12361.1667106889,14803.7944222384,10868.4467404542,14849.9472702839,11080.2275612272,14772.033233249,11698.384151878,14782.2634794172,12891.215379152,14824.5063827301
"294",10104.8808505058,14890.8564775487,15317.1090480844,11010.4428677509,14830.1960649824,11070.547223365,14726.2812869307,11599.6260464909,14765.0580145278,12452.6748777613,14816.9329180183,11031.5653403203,14829.6331317244,11228.1709823917,14765.2764814976,11817.652832289,14785.8726001,12961.7085550538,14842.082818723
"295",12328.5256258024,15294.5217872221,15777.7857881893,13158.6467974677,15338.6464504051,13115.2667102144,15208.2157158991,13375.5482543478,15237.6356510823,13813.8751329323,15282.9379173358,13161.1467177846,15325.4060919992,13206.192361778,15237.6923309772,13493.1388051692,15254.4334156308,14074.9500020139,15304.2486182872
"296",12556.6234626152,15155.8485246914,15529.2563477903,13375.2012258671,15120.3561708623,13306.8747324525,14996.3323412481,13507.1970607235,15022.8265660707,13857.3424144246,15064.53420454,13373.2983901952,15107.1954980912,13383.0336919796,15023.2532445442,13603.2233268912,15038.1860126836,14067.691723507,15084.1109970686
"297",12961.3458018031,15164.7176588963,15543.7657329194,13759.472145103,15123.8545543569,13666.9849676477,14992.8476892629,13805.1961751913,15019.6325583023,14063.6270559335,15064.8522070471,13753.1653725163,15109.7555244496,13727.4271374324,15019.8369198223,13878.4833434425,15034.8884713056,14221.2478130222,15086.0672143203
"298",12183.5505067924,14985.615023025,15324.5133473933,13009.4796376317,14898.0839644715,12952.3848859781,14784.9194242953,13181.9356043314,14823.9543529415,13578.6320652644,14879.4097896294,13009.5390801875,14888.8967529465,13035.5240339269,14814.6802525392,13288.8054536132,14840.3115552908,13817.5406826282,14904.9184775974
"299",11582.1013664736,14975.4913723839,15339.9233544769,12437.3915420283,14910.0782066343,12413.7613864052,14801.1644093639,12731.5379922281,14842.2281112142,13262.7802493419,14897.1717934362,12443.5324481622,14902.0227529186,12518.9974364503,14832.1364194228,12871.2079145167,14859.3443086931,13581.2377607597,14922.346468775
"300",12661.4727148653,15201.9181720505,15529.1310075251,13476.9015004853,15103.1929518616,13404.062485435,14971.9603447634,13593.6265304989,14993.0963925059,13928.694017387,15034.7218135691,13474.2182463549,15091.2431357899,13477.634788006,15000.3915165333,13686.0556560469,15008.9168669399,14130.7877396164,15055.1894198768
"301",12855.1929514886,15077.1509656954,15362.2178220316,13655.9614359228,14965.9799280681,13564.4513457416,14842.030330751,13705.7162064846,14865.7152115815,13967.8429306875,14907.085673741,13649.8870559228,14952.9535460062,13625.8814281388,14867.6659456688,13780.217870298,14880.1938479955,14127.1323451057,14926.6996987985
"302",11981.8353514147,15047.5369051753,15410.0887979569,12819.8534237631,14983.7104820611,12778.8045791525,14864.0706240962,13049.2846179384,14895.6192575672,13506.6534881397,14943.4795949054,12822.8476782641,14973.4733355294,12872.3621550318,14893.6981171947,13171.3196477572,14912.1433375818,13780.6038523138,14966.0048930789
"303",11936.2909093135,14926.6367869971,15291.1261649087,12771.2821686801,14869.9695291234,12727.742227665,14770.0154581237,12990.0481287733,14822.884613956,13433.3763229129,14887.7861519871,12773.7270121853,14861.8586597972,12818.9175109761,14800.0808080344,13108.26253876,14839.4603230908,13698.2269978221,14916.3862458179
"304",12341.5224659063,15039.8686456688,15387.4811135882,13161.6342931997,14957.2460511276,13098.4241964058,14834.1175888269,13311.9351089081,14864.4668452935,13684.3176662786,14913.4356117002,13160.6102494242,14946.6697355183,13177.6645859051,14863.5274194892,13413.0567124825,14880.7185562279,13908.9454410781,14936.6373622479
"305",10527.1839208591,15002.5550430662,15418.9284465856,11418.6122800226,14994.0473681091,11460.6821353834,14881.8102333049,11942.9814403714,14913.5710943327,12725.0089061516,14958.0501062784,11436.4652926702,14985.9073923963,11606.5816995869,14913.2689296296,12143.6207937835,14931.3884719724,13192.1733257593,14979.3456844196
"306",12335.7658864037,15257.5380391053,15584.3731364013,13166.422524061,15188.1084171366,13115.4224484194,15075.3540241257,13361.4264962929,15106.8438787499,13784.2995962781,15151.5654147102,13167.6046549845,15176.9415677433,13202.7228365646,15102.3160883947,13474.707693193,15122.1388476793,14039.2599618584,15172.1794468455
"307",12383.071088458,15325.9138555574,15663.5115731332,13211.4640139126,15254.6692526711,13163.7323246437,15145.6092228472,13415.4884521059,15184.4951448741,13845.7776902837,15237.0160439174,13213.1563455184,15244.9096336885,13252.2629812621,15174.0502370231,13530.4770762817,15200.3738726677,14104.5368872392,15260.8544893468
"308",12293.25486358,15073.9970909169,15412.1495760097,13119.0345547936,15007.9300344284,13059.3043494258,14892.0094651552,13283.5505346754,14924.1413069317,13673.5670113806,14970.6360785898,13118.6580928025,14996.4148746116,13141.2097963671,14919.3031487458,13388.8072984342,14939.5601211134,13909.2037456871,14992.0503420527
"309",11057.5510950515,15072.0028864459,15409.8071431159,11939.7126167521,14991.0027932793,11959.8400061059,14884.4989413753,12383.3018617161,14918.7848824661,13063.743005918,14965.657407574,11953.7820623777,14984.0507760671,12092.0265432727,14915.6879171398,12560.8642139552,14936.2099219317,13464.6991837342,14987.8039038174
"310",12853.5531562591,15003.1047587854,15385.2720455483,13648.3309825906,14964.1128078204,13553.6287121366,14831.2373809569,13685.0015495804,14856.7845440678,13932.003550193,14901.2780570071,13641.6129628536,14949.7477020604,13612.3785953385,14858.1810756798,13755.6146685981,14872.023101596,14082.3936728652,14922.2634609313
"311",11404.8988747847,14889.4280680526,15288.9688669837,12255.3560319568,14845.6470111842,12239.9654663944,14718.8628292952,12574.1357574304,14743.5354696585,13128.5965498738,14786.1510058634,12262.923018381,14835.9445406283,12349.2877855492,14750.2469230086,12719.8596368779,14761.0039858176,13460.1611232455,14807.1410498395
"312",11150.31147454,15082.5636867854,15607.8059208445,12024.8956984725,15141.8850365258,12035.3778453449,15023.1804616285,12437.6872882149,15066.6044901452,13095.8450561472,15123.886017984,12037.0888767138,15132.8820961418,12161.4350282876,15056.987602935,12608.177598424,15085.4778948682,13488.5505738511,15150.2050803373
"313",11335.4276229976,15287.2563965755,15650.1918104229,12212.6756364289,15217.9705554348,12225.7536052608,15106.1661685925,12633.7945548847,15138.8985516585,13296.6991435749,15185.7995789579,12225.4451564038,15210.8097085492,12353.7930842265,15138.1385909708,12806.3926469854,15156.6514290762,13690.2142962124,15208.1874544331
"314",12556.4874254858,15090.0069831512,15426.162177333,13365.2301470297,14992.4268882753,13296.3796631757,14881.5890247763,13490.5492599847,14925.0470438909,13830.1319214699,14986.4471179388,13363.0572373599,14984.1343966345,13370.4836835357,14911.9662107048,13583.5712577535,14941.4954726032,14033.8322684656,15014.6354607823
"315",10658.8166287654,15057.217962137,15410.1302068501,11550.2259092116,14989.5728759197,11588.6373140764,14881.5052673575,12061.5092170176,14912.5332883934,12826.2963026855,14956.4791315533,11567.4910004036,14982.939203884,11732.5223796392,14913.1502330397,12258.4815933777,14930.2459571418,13281.7410203153,14977.6647980219
"316",10095.4337250875,14957.8626859891,15431.4288764398,11004.7571034222,14979.845795568,11074.7355588297,14860.009317278,11624.275548251,14888.915324408,12500.1338553041,14932.312511065,11027.671532414,14972.2743158704,11237.8202569047,14894.0328302302,11848.8478166603,14908.1068429541,13018.5115056566,14953.7604012606
"317",13020.461752394,15153.792039791,15443.7563717519,13818.2605218553,15043.9722982172,13721.2099338909,14932.9377589342,13848.7496514973,14974.5718669141,14091.3111856547,15032.6019387391,13811.1125963061,15032.5971614313,13778.8510893214,14959.3816170403,13917.8587743261,14989.2573407444,14239.65846911,15058.6101844637
"318",13602.2974700974,14949.2895647856,15218.9536325242,14366.0833494943,14847.1392023979,14222.3205496678,14737.0308014754,14230.124370974,14775.1313541426,14291.2483986721,14826.1503428965,14350.5332776696,14833.0771851482,14250.1681339571,14759.8612418998,14255.0362427359,14788.0815955208,14332.7615661449,14848.3061638542
"319",9358.67300050721,14883.9806156409,15393.6577950371,10303.0662701699,14875.7341710956,10410.2887643833,14777.1798879963,11058.817050167,14825.8551317907,12085.7345385236,14885.2844501339,10332.7383840187,14877.7953554506,10598.0754363408,14820.180634436,11320.0122411321,14848.7546137247,12693.4033261278,14913.5839898449
"320",13894.5645089588,15206.8254241897,15485.1709924625,14651.2948042373,15096.3302071163,14507.0767851221,14966.6629347084,14510.8847280597,14993.4070117039,14565.3194797759,15041.0531909358,14635.6186637115,15080.4342856579,14533.8844900972,14989.9012996681,14534.3253326925,15006.5921779276,14602.7332944443,15063.0684899485
"321",12018.7921707341,15065.5280202066,15422.1847397257,12856.0314884542,15008.3962373869,12813.6725385239,14892.880387174,13080.9776424456,14926.3747619491,13533.9541602401,14974.2931188886,12858.7781990221,14997.7615776556,12906.3753767419,14921.4495508232,13201.8258134607,14942.4471560792,13805.5228961455,14996.4654493287
"322",12510.5640737876,15001.8652690295,15316.6960270346,13318.3480054265,14924.1373047266,13245.3310571835,14815.7226685827,13430.5823385461,14853.8869749587,13758.398778311,14904.9763688173,13315.4656950883,14912.9727048574,13317.2928168029,14842.1062758147,13520.7160362642,14868.7456022656,13956.0069193341,14927.8444629008
"323",12667.6646074059,14859.6420591548,15206.4411236188,13467.503579647,14799.594998663,13374.1313588361,14675.2190009201,13510.7925141456,14704.1320802574,13766.3833786413,14749.587596844,13461.0639323399,14786.0127458197,13434.2699132118,14701.4548812156,13583.4589948928,14718.9906841556,13922.0279130686,14770.596241682
"324",12173.3977424837,15094.5803480057,15477.5659758808,13004.8329295378,15048.6008609425,12955.5655667872,14926.8616494891,13204.5593201521,14959.4202422225,13629.1433361689,15008.4952787547,13006.3301782249,15037.590266854,13043.7165641751,14956.2884433052,13318.5478231312,14975.8746326629,13883.6852501213,15031.4248770389
"325",13721.3102314952,15323.0092396246,15660.4228507567,14496.2615688484,15236.625210416,14367.0368300303,15091.6896215835,14412.6817585807,15110.8303447944,14531.0077099955,15155.5765741653,14483.401831658,15220.4948321397,14404.6059803207,15117.570918494,14451.9605324787,15125.3800240768,14606.1375751101,15177.4768628786
"326",12039.0575176338,14869.2777602421,15227.5907823034,12862.905147697,14782.0326497254,12807.4368669169,14657.7478266003,13040.4054884552,14686.8520364642,13443.0276316949,14735.6226466159,12863.2573036779,14772.8130876604,12891.46229869,14688.8324296306,13148.8340622031,14703.8077417718,13685.8930946215,14759.156218378
"327",9550.22946147264,14837.7503319144,15336.2977568068,10481.8732190365,14858.9602583089,10576.4251691734,14740.9465472699,11190.5194758554,14772.7301711953,12163.5076706224,14818.9094386897,10509.2742640296,14853.9973347602,10755.7907703875,14778.2025691606,11438.9677837589,14793.4121771663,12738.6323929257,14841.8465553067
"328",12506.5380407909,15161.8432697419,15534.4843711197,13322.8842328737,15128.1972662696,13259.1836380815,15008.3761424841,13469.0558198322,15038.1337806975,13833.7976628787,15082.2097214396,13321.731587362,15115.6487132356,13337.474899213,15035.3905867874,13568.4431440485,15053.5098847966,14052.9239020215,15102.6128138775
"329",13457.410388849,15084.9771220698,15325.9576212437,14232.6667048257,14952.8804802727,14105.1918761789,14831.367707243,14154.9273056672,14852.921900097,14279.2704634203,14890.6773069036,14220.124512145,14938.4811266748,14143.8128115401,14854.3161404065,14195.7572973408,14866.0093921181,14357.8771050887,14908.292880005
"330",12221.3929233417,14789.231279031,15136.2417796757,13039.3468318847,14700.9952321029,12968.7844287746,14587.7421072643,13163.9130706385,14631.2556365142,13507.3779890076,14692.592274367,13036.9814011194,14691.9160545807,13043.3481225288,14617.9700682285,13257.7931365957,14647.722049768,13714.3501811912,14720.6408258919
"331",12091.3549559713,15128.1424822563,15455.4055550237,12925.5791735804,15031.3043143802,12883.8195902541,14916.5334593745,13150.933690254,14949.5569264256,13602.7213982302,14998.9175149373,12928.4089663486,15022.4803003037,12976.4600613716,14946.4647872804,13271.6101895575,14966.0590524907,13873.2160757188,15022.1387761631
"332",11094.6814743684,14974.5157542619,15318.3006596148,11960.2582759978,14921.2875807331,11968.9923605574,14813.3469332746,12363.9350440094,14843.6711335922,13010.6205884476,14885.8869070499,11972.1131502246,14912.1857711797,12093.2628065361,14841.9252344917,12531.9381245319,14859.954767728,13396.6071313174,14905.8327399454
"333",12797.0532232819,15100.4003056842,15437.2672240377,13597.3140191724,15028.6294617985,13510.6558053438,14899.1478553865,13663.3835701787,14921.3905994737,13944.4347783026,14962.0255359251,13592.0548092866,15014.9908793254,13574.7248989273,14925.528265669,13742.2371078261,14936.3223865739,14115.7493557898,14981.4845367697
"334",12738.9384944218,15023.391842216,15332.0680153569,13542.4355583273,14932.5527577744,13456.4284110876,14819.6269897948,13610.1322813759,14857.2509647018,13889.3696479473,14909.9800789211,13537.2815097188,14920.8931054166,13520.7407235554,14846.1401059472,13688.602937091,14872.1066767504,14057.8735783262,14933.7408314856
"335",11814.1012243062,15130.7038356075,15408.9156985363,12658.5486751509,15021.8268322317,12633.6511660403,14919.1287214639,12943.3189968561,14953.3604986247,13459.9580175046,14999.402566219,12664.385918021,15013.0990292238,12736.799637697,14946.6647261321,13079.7208310757,14968.8587426377,13768.8705783357,15020.5894449537
"336",13611.2112151879,15148.1071236744,15450.6058577617,14382.0765332827,15047.3249934178,14248.9343445293,14909.4878579595,14284.2957995534,14928.8934718924,14387.495153773,14970.4617133819,14368.5045059374,15031.2656602891,14283.9210496866,14933.8786614039,14319.8718842891,14942.7229511875,14453.981559849,14990.4126441545
"337",11441.343569001,15107.7452286023,15500.7735184254,12301.1093371874,15032.9958968721,12297.0002191018,14920.9694839002,12659.9917109737,14958.149927597,13257.3192569118,15011.4138247471,12310.6903966863,15028.307496214,12413.4362684516,14956.1102780008,12816.0763430039,14977.0285365267,13613.6811109971,15036.8493064336
"338",13110.6940554993,15122.5665050984,15521.8496010946,13897.8963067433,15109.5101510594,13795.2704893757,14984.5872220655,13905.7174169213,15016.8856842924,14121.7823046201,15064.6450908018,13889.6907508496,15095.1582507269,13848.564409068,15010.8440053072,13968.4529209996,15031.801732933,14254.3777191536,15086.2961561392
"339",11454.8320077375,15018.1365554861,15344.2689626218,12314.6796707337,14933.0086096974,12303.7967639701,14821.379380696,12651.1039556374,14852.1710413779,13223.5690652755,14896.9193848571,12323.127152852,14924.2291184453,12416.6254603343,14850.8707359099,12801.4600477018,14868.7110494713,13564.6313083638,14918.1047520368
"340",13575.1452096847,14964.6982285078,15188.8405246767,14340.0322590899,14821.3921116161,14199.1191852014,14706.7046902364,14213.7406537265,14738.7103429116,14284.6487467799,14786.6303836888,14325.0131241138,14807.182198208,14228.7726735937,14729.118533695,14241.2466594074,14751.4205467251,14331.6767431954,14808.0269659993
"341",10608.039456719,15009.1103730317,15506.1108785305,11499.4561186093,15024.3122668552,11539.5739746046,14891.6697077143,12015.3490456699,14914.9345389212,12781.9559826431,14956.6753126441,11517.0517710376,15016.3975384426,11684.3775143694,14927.3408590463,12213.1957725195,14934.7082152971,13237.1985572982,14978.0062863023
"342",12188.0402552715,15059.6041457724,15461.8985670409,13013.5537922039,15034.685366451,12963.3641468919,14904.7517388706,13207.1937874766,14929.1292562711,13622.0767161152,14971.055696792,13014.8594730551,15022.0501172374,13050.2721180078,14933.4169857903,13319.1124028397,14945.3598407356,13870.0899096055,14991.2482145425
"343",12550.4157944507,15140.9327634903,15518.8641477962,13362.791557127,15088.9192321338,13292.2940367158,14952.6059525674,13487.1989098602,14972.1084917513,13833.3796004929,15012.0394116542,13360.451872095,15075.6421113949,13366.8681532615,14980.8846705553,13581.8684335812,14988.0113859343,14043.6676309087,15031.7367726312
"344",12267.470324644,14926.2505047724,15269.3163504456,13090.3156956882,14855.0414605841,13023.8717675043,14743.5815794325,13230.9811929673,14785.0232561797,13593.9128329598,14841.1123320864,13088.7203337177,14844.5304633825,13101.465310621,14771.8983794103,13329.5622896103,14800.7912303039,13812.9739537227,14866.3591177326
