,,Sensitivity,,Specificity
15257,2.897,0.95,5.654,1.00
15258,2.897,0.95,5.654,1.00
15259,2.897,0.95,5.654,1.00
15260,2.859,0.95,4.391,0.99
15261,3.922,0.98,-12.29,0.00
15262,4.02,0.98,9.011,1.00
15263,3.698,0.98,4.048,0.98
15264,3.698,0.98,4.048,0.98
15265,2.83,0.94,3.794,0.98
15266,2.83,0.94,3.794,0.98
15267,2.83,0.94,3.794,0.98
15268,2.83,0.94,3.794,0.98
15269,2.83,0.94,3.794,0.98
15270,2.83,0.94,3.794,0.98
15271,3.594,0.97,-8.722,0.00
15272,5.005,0.99,-2.732,0.06
15273,5.005,0.99,-2.732,0.06
15274,5.005,0.99,-2.732,0.06
15275,3.606,0.97,1.99,0.88
15276,3.606,0.97,1.99,0.88
15277,3.606,0.97,1.99,0.88
15278,3.606,0.97,1.99,0.88
15279,3.606,0.97,1.99,0.88
15280,3.606,0.97,1.99,0.88
15281,4.522,0.99,-1.342,0.21
15282,3.155,0.96,1.834,0.86
15283,3.155,0.96,1.834,0.86
15284,3.155,0.96,1.834,0.86
15285,3.108,0.96,7.572,1.00
15286,3.108,0.96,7.572,1.00
15287,3.108,0.96,7.572,1.00
15288,3.108,0.96,7.572,1.00
15289,3.108,0.96,7.572,1.00
15290,3.108,0.96,7.572,1.00
15291,4.878,0.99,-9.919,0.00
15292,1.614,0.83,-1.115,0.25
15293,2.714,0.94,8.121,1.00
15294,2.714,0.94,8.121,1.00
15295,3.334,0.97,5.753,1.00
15296,3.334,0.97,5.753,1.00
15297,3.334,0.97,5.753,1.00
15298,3.104,0.96,2.622,0.93
15299,3.104,0.96,2.622,0.93
15300,3.104,0.96,2.622,0.93
15301,3.077,0.96,2.351,0.91
15302,3.077,0.96,2.351,0.91
15303,3.077,0.96,2.351,0.91
15304,3.265,0.96,4.736,0.99
15305,3.265,0.96,4.736,0.99
15306,3.265,0.96,4.736,0.99
15307,3.265,0.96,4.736,0.99
15308,3.265,0.96,4.736,0.99
15309,3.265,0.96,4.736,0.99
15310,3.265,0.96,4.736,0.99
15311,4.562,0.99,-7.494,0.00
15312,4.587,0.99,-0.0869,0.48
15313,4.587,0.99,-0.0869,0.48
15314,4.688,0.99,8.821,1.00
15315,4.688,0.99,8.821,1.00
15316,4.688,0.99,8.821,1.00
15317,3.024,0.95,6.075,1.00
15318,4.014,0.98,3.068,0.96
15319,4.014,0.98,3.068,0.96
15320,4.014,0.98,3.068,0.96
15321,3.499,0.97,1.332,0.79
15322,3.499,0.97,1.332,0.79
15323,3.499,0.97,1.332,0.79
15324,3.499,0.97,1.332,0.79
15325,3.499,0.97,1.332,0.79
15326,3.499,0.97,1.332,0.79
15327,3.499,0.97,1.332,0.79
15328,3.499,0.97,1.332,0.79
15329,4.141,0.98,2.164,0.90
15330,4.141,0.98,2.164,0.90
15331,3.077,0.96,-0.5569,0.36
15332,3.732,0.98,1.626,0.84
15333,3.732,0.98,1.626,0.84
15334,3.732,0.98,1.626,0.84
15335,3.732,0.98,1.626,0.84
15336,3.732,0.98,1.626,0.84
15337,3.732,0.98,1.626,0.84
15338,3.732,0.98,1.626,0.84
15339,3.732,0.98,1.626,0.84
15340,3.732,0.98,1.626,0.84
15341,3.359,0.97,0.1433,0.54
15342,3.713,0.98,10.7,1.00
15343,3.713,0.98,10.7,1.00
15344,3.713,0.98,10.7,1.00
15345,4.005,0.98,3.762,0.98
15346,4.005,0.98,3.762,0.98
15347,4.005,0.98,3.762,0.98
15348,4.005,0.98,3.762,0.98
15349,4.005,0.98,3.762,0.98
15350,4.005,0.98,3.762,0.98
15351,3.908,0.98,7.242,1.00
15352,3.908,0.98,7.242,1.00
15353,3.936,0.98,4.975,0.99
15354,3.936,0.98,4.975,0.99
15355,3.936,0.98,4.975,0.99
15356,3.936,0.98,4.975,0.99
15357,3.936,0.98,4.975,0.99
15358,3.936,0.98,4.975,0.99
15359,3.936,0.98,4.975,0.99
15360,3.936,0.98,4.975,0.99
15361,2.431,0.92,-5.024,0.01
15362,2.913,0.95,0.4078,0.60
15363,3.413,0.97,7.703,1.00
15364,3.413,0.97,7.703,1.00
15365,3.413,0.97,7.703,1.00
15366,3.413,0.97,7.703,1.00
15367,3.413,0.97,7.703,1.00
15368,4.294,0.99,6.253,1.00
15369,3.821,0.98,6.604,1.00
15370,3.821,0.98,6.604,1.00
15371,5.486,1.00,0.5372,0.63
15372,5.486,1.00,0.5372,0.63
15373,5.486,1.00,0.5372,0.63
15374,5.486,1.00,0.5372,0.63
15375,5.486,1.00,0.5372,0.63
15376,5.486,1.00,0.5372,0.63
15377,5.486,1.00,0.5372,0.63
15378,5.486,1.00,0.5372,0.63
15379,5.486,1.00,0.5372,0.63
15380,5.486,1.00,0.5372,0.63
15381,4.122,0.98,5.604,1.00
15382,4.122,0.98,5.604,1.00
15383,4.122,0.98,5.604,1.00
15384,4.122,0.98,5.604,1.00
15385,4.122,0.98,5.604,1.00
15386,4.122,0.98,5.604,1.00
15387,4.122,0.98,5.604,1.00
15388,4.122,0.98,5.604,1.00
15389,4.122,0.98,5.604,1.00
15390,4.122,0.98,5.604,1.00
15391,3.104,0.96,-10.39,0.00
15392,3.972,0.98,22.82,1.00
15393,4.043,0.98,13.96,1.00
15394,4.043,0.98,13.96,1.00
15395,4.043,0.98,13.96,1.00
15396,4.043,0.98,13.96,1.00
15397,4.043,0.98,13.96,1.00
15398,4.043,0.98,13.96,1.00
15399,4.043,0.98,13.96,1.00
15400,4.043,0.98,13.96,1.00
15401,3.526,0.97,16.19,1.00
15402,3.526,0.97,16.19,1.00
15403,3.027,0.95,3.353,0.97
15404,3.027,0.95,3.353,0.97
15405,3.027,0.95,3.353,0.97
15406,3.424,0.97,4.501,0.99
15407,3.424,0.97,4.501,0.99
15408,3.424,0.97,4.501,0.99
15409,3.424,0.97,4.501,0.99
15410,3.424,0.97,4.501,0.99
15411,4.333,0.99,-7.869,0.00
15412,3.209,0.96,-7.787,0.00
15413,3.743,0.98,-6.719,0.00
15414,3.743,0.98,-6.719,0.00
15415,3.743,0.98,-6.719,0.00
15416,3.743,0.98,-6.719,0.00
15417,3.743,0.98,-6.719,0.00
15418,3.743,0.98,-6.719,0.00
15419,4.157,0.98,4.421,0.99
15420,4.157,0.98,4.421,0.99
15421,5.227,0.99,0.4231,0.60
15422,5.227,0.99,0.4231,0.60
15423,5.227,0.99,0.4231,0.60
15424,5.227,0.99,0.4231,0.60
15425,3.653,0.97,8.078,1.00
15426,3.653,0.97,8.078,1.00
15427,2.586,0.93,6.446,1.00
15428,2.586,0.93,6.446,1.00
15429,3.762,0.98,2.678,0.94
15430,3.762,0.98,2.678,0.94
15431,2.847,0.95,0.5599,0.64
15432,2.714,0.94,8.899,1.00
15433,2.714,0.94,8.899,1.00
15434,2.714,0.94,8.899,1.00
15435,2.714,0.94,8.899,1.00
15436,2.714,0.94,8.899,1.00
15437,2.714,0.94,8.899,1.00
15438,2.714,0.94,8.899,1.00
15439,2.714,0.94,8.899,1.00
15440,2.714,0.94,8.899,1.00
15441,4.212,0.99,-8.488,0.00
15442,1.85,0.86,11.96,1.00
15443,1.85,0.86,11.96,1.00
15444,1.85,0.86,11.96,1.00
15445,2.684,0.94,2.206,0.90
15446,2.684,0.94,2.206,0.90
15447,3.048,0.95,4.34,0.99
15448,3.048,0.95,4.34,0.99
15449,3.048,0.95,4.34,0.99
15450,3.048,0.95,4.34,0.99
15451,4.075,0.98,-18.92,0.00
15452,2.938,0.95,-2.999,0.05
15453,3.436,0.97,-1.237,0.22
15454,3.436,0.97,-1.237,0.22
15455,3.295,0.96,7.841,1.00
15456,3.295,0.96,7.841,1.00
15457,3.295,0.96,7.841,1.00
15458,3.295,0.96,7.841,1.00
15459,3.356,0.97,3.248,0.96
15460,3.356,0.97,3.248,0.96
15461,2.553,0.93,-5.733,0.00
15462,3.66,0.97,9.3,1.00
15463,3.66,0.97,9.3,1.00
15464,3.66,0.97,9.3,1.00
15465,3.66,0.97,9.3,1.00
15466,3.66,0.97,9.3,1.00
15467,3.66,0.97,9.3,1.00
15468,3.66,0.97,9.3,1.00
15469,3.66,0.97,9.3,1.00
15470,2.893,0.95,7.692,1.00
15471,4.116,0.98,-16.02,0.00
15472,4.116,0.98,-16.02,0.00
15473,3.431,0.97,-2.511,0.08
15474,3.881,0.98,7.314,1.00
15475,3.881,0.98,7.314,1.00
15476,3.881,0.98,7.314,1.00
15477,3.881,0.98,7.314,1.00
15478,3.881,0.98,7.314,1.00
15479,3.881,0.98,7.314,1.00
15480,3.881,0.98,7.314,1.00
15481,3.105,0.96,-4.237,0.01
15482,2.545,0.93,2.817,0.94
15483,2.545,0.93,2.817,0.94
15484,2.545,0.93,2.817,0.94
15485,2.545,0.93,2.817,0.94
15486,2.545,0.93,2.817,0.94
15487,2.545,0.93,2.817,0.94
15488,2.545,0.93,2.817,0.94
15489,2.545,0.93,2.817,0.94
15490,2.545,0.93,2.817,0.94
15491,3.797,0.98,-17.78,0.00
15492,3.027,0.95,-1.783,0.14
15493,3.292,0.96,16.33,1.00
15494,3.292,0.96,16.33,1.00
15495,3.292,0.96,16.33,1.00
15496,3.292,0.96,16.33,1.00
15497,3.292,0.96,16.33,1.00
15498,3.292,0.96,16.33,1.00
15499,2.745,0.94,1.875,0.87
15500,2.745,0.94,1.875,0.87
15501,4.942,0.99,-6.966,0.00
15502,4.942,0.99,-6.966,0.00
15503,2.739,0.94,-5.173,0.01
15504,2.716,0.94,10.68,1.00
15505,3.2,0.96,5.393,1.00
15506,3.2,0.96,5.393,1.00
15507,3.2,0.96,5.393,1.00
15508,3.2,0.96,5.393,1.00
15509,3.2,0.96,5.393,1.00
15510,3.2,0.96,5.393,1.00
15511,4.211,0.99,-15.3,0.00
15512,3.339,0.97,7.92,1.00
15513,3.339,0.97,7.92,1.00
15514,3.339,0.97,7.92,1.00
15515,3.339,0.97,7.92,1.00
15516,3.339,0.97,7.92,1.00
15517,3.339,0.97,7.92,1.00
15518,3.339,0.97,7.92,1.00
15519,3.339,0.97,7.92,1.00
15520,3.339,0.97,7.92,1.00
15521,3.496,0.97,-15.96,0.00
15522,3.145,0.96,-0.9233,0.28
15523,3.02,0.95,8.305,1.00
15524,3.111,0.96,2.309,0.91
15525,3.111,0.96,2.309,0.91
15526,3.111,0.96,2.309,0.91
15527,3.111,0.96,2.309,0.91
15528,3.111,0.96,2.309,0.91
15529,3.111,0.96,2.309,0.91
15530,3.111,0.96,2.309,0.91
15531,4.039,0.98,-11.12,0.00
15532,5.639,1.00,6.443,1.00
15533,5.639,1.00,6.443,1.00
15534,5.639,1.00,6.443,1.00
15535,5.639,1.00,6.443,1.00
15536,5.639,1.00,6.443,1.00
15537,5.639,1.00,6.443,1.00
15538,5.639,1.00,6.443,1.00
15539,5.639,1.00,6.443,1.00
15540,5.639,1.00,6.443,1.00
15541,2.888,0.95,-19.85,0.00
15542,3.414,0.97,1.017,0.73
15543,3.414,0.97,1.017,0.73
15544,3.414,0.97,1.017,0.73
15545,3.414,0.97,1.017,0.73
15546,2.858,0.95,5.492,1.00
15547,2.858,0.95,5.492,1.00
15548,4.278,0.99,7.628,1.00
15549,4.278,0.99,7.628,1.00
15550,4.278,0.99,7.628,1.00
15551,4.027,0.98,-1.565,0.17
15552,4.027,0.98,-1.565,0.17
15553,4.027,0.98,-1.565,0.17
15554,3.312,0.96,-1.04,0.26
15555,3.597,0.97,0.1026,0.53
15556,3.597,0.97,0.1026,0.53
15557,3.75,0.98,4.962,0.99
15558,3.75,0.98,4.962,0.99
15559,3.75,0.98,4.962,0.99
15560,3.75,0.98,4.962,0.99
15561,3.041,0.95,-5.6,0.00
15562,3.851,0.98,-2.384,0.08
15563,4.442,0.99,0.2549,0.56
15564,4.227,0.99,8.418,1.00
15565,4.227,0.99,8.418,1.00
15566,4.227,0.99,8.418,1.00
15567,4.227,0.99,8.418,1.00
15568,2.847,0.95,2.742,0.94
15569,2.847,0.95,2.742,0.94
15570,2.847,0.95,2.742,0.94
15571,2.806,0.94,-12.4,0.00
15572,3.834,0.98,-7.188,0.00
15573,3.834,0.98,-7.188,0.00
15574,3.471,0.97,1.477,0.81
15575,3.471,0.97,1.477,0.81
15576,3.471,0.97,1.477,0.81
15577,3.471,0.97,1.477,0.81
15578,3.471,0.97,1.477,0.81
15579,3.471,0.97,1.477,0.81
15580,2.367,0.91,10.98,1.00
15581,2.528,0.93,1.482,0.81
15582,2.528,0.93,1.482,0.81
15583,2.528,0.93,1.482,0.81
15584,2.528,0.93,1.482,0.81
15585,3.772,0.98,10.85,1.00
15586,4.571,0.99,2.664,0.93
15587,4.571,0.99,2.664,0.93
15588,4.571,0.99,2.664,0.93
15589,4.571,0.99,2.664,0.93
15590,4.287,0.99,7.253,1.00
15591,4.793,0.99,-9.099,0.00
15592,4.677,0.99,11.54,1.00
15593,4.677,0.99,11.54,1.00
15594,4.677,0.99,11.54,1.00
15595,3.345,0.97,1.814,0.86
15596,3.345,0.97,1.814,0.86
15597,3.345,0.97,1.814,0.86
15598,3.345,0.97,1.814,0.86
15599,4.67,0.99,3.878,0.98
15600,4.67,0.99,3.878,0.98
15601,5.765,1.00,-5.512,0.00
15602,-2.688,0.06,24.97,1.00
15603,-2.688,0.06,24.97,1.00
15604,-2.688,0.06,24.97,1.00
15605,-2.688,0.06,24.97,1.00
15606,-2.688,0.06,24.97,1.00
15607,-2.688,0.06,24.97,1.00
15608,-2.688,0.06,24.97,1.00
15609,-2.688,0.06,24.97,1.00
15610,-2.688,0.06,24.97,1.00
15611,2.173,0.90,-6.001,0.00
15612,3.197,0.96,-1.308,0.21
15613,2.688,0.94,7.175,1.00
15614,2.688,0.94,7.175,1.00
15615,2.688,0.94,7.175,1.00
15616,2.688,0.94,7.175,1.00
15617,2.688,0.94,7.175,1.00
15618,2.688,0.94,7.175,1.00
15619,2.688,0.94,7.175,1.00
15620,2.688,0.94,7.175,1.00
15621,4.069,0.98,2.601,0.93
15622,4.069,0.98,2.601,0.93
15623,4.069,0.98,2.601,0.93
15624,4.069,0.98,2.601,0.93
15625,4.069,0.98,2.601,0.93
15626,4.069,0.98,2.601,0.93
15627,4.069,0.98,2.601,0.93
15628,4.069,0.98,2.601,0.93
15629,4.069,0.98,2.601,0.93
15630,4.069,0.98,2.601,0.93
15631,3.034,0.95,-9.042,0.00
15632,4.02,0.98,15.12,1.00
15633,4.02,0.98,15.12,1.00
15634,3.172,0.96,6.945,1.00
15635,3.172,0.96,6.945,1.00
15636,3.172,0.96,6.945,1.00
15637,3.53,0.97,5.175,0.99
15638,3.53,0.97,5.175,0.99
15639,3.53,0.97,5.175,0.99
15640,3.53,0.97,5.175,0.99
15641,4.168,0.98,1.75,0.85
15642,3.677,0.98,5.85,1.00
15643,3.677,0.98,5.85,1.00
15644,3.677,0.98,5.85,1.00
15645,3.677,0.98,5.85,1.00
15646,3.677,0.98,5.85,1.00
15647,3.677,0.98,5.85,1.00
15648,3.677,0.98,5.85,1.00
15649,4.129,0.98,5.347,1.00
15650,4.129,0.98,5.347,1.00
15651,3.136,0.96,-32.14,0.00
15652,4.037,0.98,-4.752,0.01
15653,4.923,0.99,1.563,0.83
15654,4.923,0.99,1.563,0.83
15655,4.923,0.99,1.563,0.83
15656,4.923,0.99,1.563,0.83
15657,4.923,0.99,1.563,0.83
15658,4.923,0.99,1.563,0.83
15659,4.923,0.99,1.563,0.83
15660,4.923,0.99,1.563,0.83
15661,3.28,0.96,-4.709,0.01
15662,3.399,0.97,8.045,1.00
15663,3.399,0.97,8.045,1.00
15664,3.399,0.97,8.045,1.00
15665,3.399,0.97,8.045,1.00
15666,3.233,0.96,7.255,1.00
15667,3.233,0.96,7.255,1.00
15668,4.494,0.99,5.697,1.00
15669,4.494,0.99,5.697,1.00
15670,4.494,0.99,5.697,1.00
15671,3.418,0.97,-9.387,0.00
15672,3.644,0.97,-8.838,0.00
15673,2.85,0.95,11.23,1.00
15674,2.85,0.95,11.23,1.00
15675,4.251,0.99,5.396,1.00
15676,4.251,0.99,5.396,1.00
15677,3.003,0.95,4.442,0.99
15678,3.003,0.95,4.442,0.99
15679,3.003,0.95,4.442,0.99
15680,3.126,0.96,4.217,0.99
15681,3.738,0.98,-5.895,0.00
15682,3.738,0.98,-5.895,0.00
15683,3.738,0.98,-5.895,0.00
15684,3.738,0.98,-5.895,0.00
15685,3.738,0.98,-5.895,0.00
15686,3.783,0.98,7.319,1.00
15687,3.783,0.98,7.319,1.00
15688,3.783,0.98,7.319,1.00
15689,3.783,0.98,7.319,1.00
15690,3.783,0.98,7.319,1.00
15691,3.654,0.97,2.146,0.90
15692,3.654,0.97,2.146,0.90
15693,3.654,0.97,2.146,0.90
15694,3.654,0.97,2.146,0.90
15695,3.654,0.97,2.146,0.90
15696,3.654,0.97,2.146,0.90
15697,3.654,0.97,2.146,0.90
15698,3.409,0.97,2.966,0.95
15699,3.409,0.97,2.966,0.95
15700,2.821,0.94,5.037,0.99
15701,3.337,0.97,-34.07,0.00
15702,4.126,0.98,-2.724,0.06
15703,3.339,0.97,2.237,0.90
15704,3.339,0.97,2.237,0.90
15705,3.339,0.97,2.237,0.90
15706,3.339,0.97,2.237,0.90
15707,3.339,0.97,2.237,0.90
15708,3.339,0.97,2.237,0.90
15709,3.339,0.97,2.237,0.90
15710,3.339,0.97,2.237,0.90
15711,3.58,0.97,-6.609,0.00
15712,3.58,0.97,-6.609,0.00
15713,3.58,0.97,-6.609,0.00
15714,3.806,0.98,13.54,1.00
15715,3.933,0.98,8.948,1.00
15716,3.933,0.98,8.948,1.00
15717,3.933,0.98,8.948,1.00
15718,3.933,0.98,8.948,1.00
15719,3.933,0.98,8.948,1.00
15720,4.308,0.99,4.662,0.99
15721,3.194,0.96,-3.406,0.03
15722,2.305,0.91,1.227,0.77
15723,2.305,0.91,1.227,0.77
15724,2.305,0.91,1.227,0.77
15725,2.545,0.93,6.663,1.00
15726,2.545,0.93,6.663,1.00
15727,2.545,0.93,6.663,1.00
15728,2.545,0.93,6.663,1.00
15729,2.545,0.93,6.663,1.00
15730,2.545,0.93,6.663,1.00
15731,2.783,0.94,4.021,0.98
15732,2.783,0.94,4.021,0.98
15733,2.783,0.94,4.021,0.98
15734,2.783,0.94,4.021,0.98
15735,2.783,0.94,4.021,0.98
15736,2.783,0.94,4.021,0.98
15737,2.783,0.94,4.021,0.98
15738,2.783,0.94,4.021,0.98
15739,2.271,0.91,4.587,0.99
15740,2.271,0.91,4.587,0.99
15741,4.781,0.99,-3.132,0.04
15742,4.781,0.99,-3.132,0.04
15743,1.139,0.76,10.44,1.00
15744,1.139,0.76,10.44,1.00
15745,1.139,0.76,10.44,1.00
15746,1.139,0.76,10.44,1.00
15747,1.139,0.76,10.44,1.00
15748,1.139,0.76,10.44,1.00
15749,1.139,0.76,10.44,1.00
15750,1.139,0.76,10.44,1.00
15751,4.218,0.99,-22.7,0.00
15752,3.95,0.98,3.058,0.96
15753,2.897,0.95,5.892,1.00
15754,2.897,0.95,5.892,1.00
15755,2.897,0.95,5.892,1.00
15756,2.897,0.95,5.892,1.00
15757,2.897,0.95,5.892,1.00
15758,2.897,0.95,5.892,1.00
15759,2.897,0.95,5.892,1.00
15760,2.897,0.95,5.892,1.00
15761,3.185,0.96,-2.404,0.08
15762,3.286,0.96,8.41,1.00
15763,3.774,0.98,10.75,1.00
15764,3.774,0.98,10.75,1.00
15765,3.774,0.98,10.75,1.00
15766,3.774,0.98,10.75,1.00
15767,3.774,0.98,10.75,1.00
15768,3.774,0.98,10.75,1.00
15769,3.774,0.98,10.75,1.00
15770,3.774,0.98,10.75,1.00
15771,4.293,0.99,0.7772,0.69
15772,3.541,0.97,4.838,0.99
15773,3.541,0.97,4.838,0.99
15774,3.541,0.97,4.838,0.99
15775,3.541,0.97,4.838,0.99
15776,3.541,0.97,4.838,0.99
15777,3.541,0.97,4.838,0.99
15778,3.541,0.97,4.838,0.99
15779,3.541,0.97,4.838,0.99
15780,3.541,0.97,4.838,0.99
15781,4.455,0.99,-7.926,0.00
15782,3.4,0.97,12.21,1.00
15783,4.646,0.99,2.793,0.94
15784,4.646,0.99,2.793,0.94
15785,4.646,0.99,2.793,0.94
15786,4.646,0.99,2.793,0.94
15787,4.646,0.99,2.793,0.94
15788,4.646,0.99,2.793,0.94
15789,4.646,0.99,2.793,0.94
15790,4.646,0.99,2.793,0.94
15791,3.809,0.98,4.907,0.99
15792,3.809,0.98,4.907,0.99
15793,3.809,0.98,4.907,0.99
15794,3.809,0.98,4.907,0.99
15795,3.809,0.98,4.907,0.99
15796,3.809,0.98,4.907,0.99
15797,3.809,0.98,4.907,0.99
15798,3.809,0.98,4.907,0.99
15799,3.809,0.98,4.907,0.99
15800,3.809,0.98,4.907,0.99
15801,4.074,0.98,1.709,0.85
15802,2.158,0.90,6.611,1.00
15803,2.158,0.90,6.611,1.00
15804,2.158,0.90,6.611,1.00
15805,2.158,0.90,6.611,1.00
15806,2.158,0.90,6.611,1.00
15807,2.392,0.92,3.243,0.96
15808,2.392,0.92,3.243,0.96
15809,2.392,0.92,3.243,0.96
15810,2.392,0.92,3.243,0.96
15811,4.503,0.99,-4.118,0.02
15812,2.749,0.94,-3.864,0.02
15813,2.749,0.94,-3.864,0.02
15814,2.749,0.94,-3.864,0.02
15815,2.749,0.94,-3.864,0.02
15816,2.749,0.94,-3.864,0.02
15817,3.366,0.97,12.36,1.00
15818,3.366,0.97,12.36,1.00
15819,3.366,0.97,12.36,1.00
15820,3.139,0.96,3.251,0.96
15821,3.67,0.98,-4.615,0.01
15822,2.677,0.94,-0.07461,0.48
15823,2.677,0.94,-0.07461,0.48
15824,2.677,0.94,-0.07461,0.48
15825,2.677,0.94,-0.07461,0.48
15826,2.677,0.94,-0.07461,0.48
15827,2.677,0.94,-0.07461,0.48
15828,3.314,0.96,7.888,1.00
15829,3.314,0.96,7.888,1.00
15830,3.314,0.96,7.888,1.00
15831,4.437,0.99,4.396,0.99
15832,4.437,0.99,4.396,0.99
15833,4.437,0.99,4.396,0.99
15834,4.437,0.99,4.396,0.99
15835,4.437,0.99,4.396,0.99
15836,4.437,0.99,4.396,0.99
15837,4.437,0.99,4.396,0.99
15838,4.437,0.99,4.396,0.99
15839,4.437,0.99,4.396,0.99
15840,4.437,0.99,4.396,0.99
15841,3.157,0.96,-8.651,0.00
15842,3.635,0.97,-3.053,0.05
15843,3.635,0.97,-3.053,0.05
15844,4.312,0.99,6.838,1.00
15845,3.612,0.97,6.03,1.00
15846,3.612,0.97,6.03,1.00
15847,3.021,0.95,3.446,0.97
15848,3.021,0.95,3.446,0.97
15849,3.021,0.95,3.446,0.97
15850,4.163,0.98,2.561,0.93
15851,2.979,0.95,1.108,0.75
15852,2.979,0.95,1.108,0.75
15853,2.979,0.95,1.108,0.75
15854,4.701,0.99,5.193,0.99
15855,3.096,0.96,4.055,0.98
15856,3.096,0.96,4.055,0.98
15857,3.096,0.96,4.055,0.98
15858,3.096,0.96,4.055,0.98
15859,3.096,0.96,4.055,0.98
15860,3.096,0.96,4.055,0.98
15861,3.599,0.97,-0.06563,0.48
15862,3.599,0.97,-0.06563,0.48
15863,3.599,0.97,-0.06563,0.48
15864,3.599,0.97,-0.06563,0.48
15865,3.599,0.97,-0.06563,0.48
15866,2.912,0.95,15.43,1.00
15867,3.278,0.96,6.786,1.00
15868,3.278,0.96,6.786,1.00
15869,3.278,0.96,6.786,1.00
15870,3.278,0.96,6.786,1.00
15871,3.341,0.97,-12.53,0.00
15872,3.087,0.96,11.54,1.00
15873,3.087,0.96,11.54,1.00
15874,3.188,0.96,1.64,0.84
15875,3.188,0.96,1.64,0.84
15876,3.188,0.96,1.64,0.84
15877,3.188,0.96,1.64,0.84
15878,3.188,0.96,1.64,0.84
15879,3.188,0.96,1.64,0.84
15880,3.188,0.96,1.64,0.84
15881,4.309,0.99,-21.14,0.00
15882,2.432,0.92,-20.94,0.00
15883,3.817,0.98,-9.815,0.00
15884,2.792,0.94,-9.189,0.00
15885,2.792,0.94,-9.189,0.00
15886,2.792,0.94,-9.189,0.00
15887,2.549,0.93,1.37,0.80
15888,2.549,0.93,1.37,0.80
15889,2.549,0.93,1.37,0.80
15890,2.549,0.93,1.37,0.80
15891,4.693,0.99,2.893,0.95
15892,4.693,0.99,2.893,0.95
15893,4.693,0.99,2.893,0.95
15894,4.693,0.99,2.893,0.95
15895,4.693,0.99,2.893,0.95
15896,4.693,0.99,2.893,0.95
15897,4.693,0.99,2.893,0.95
15898,4.693,0.99,2.893,0.95
15899,4.693,0.99,2.893,0.95
15900,4.693,0.99,2.893,0.95
15901,4.55,0.99,-9.448,0.00
15902,4.55,0.99,-9.448,0.00
15903,2.87,0.95,8.42,1.00
15904,2.925,0.95,6.861,1.00
15905,2.925,0.95,6.861,1.00
15906,2.925,0.95,6.861,1.00
15907,2.925,0.95,6.861,1.00
15908,2.925,0.95,6.861,1.00
15909,2.925,0.95,6.861,1.00
15910,2.925,0.95,6.861,1.00
15911,2.34,0.91,4.273,0.99
15912,2.34,0.91,4.273,0.99
15913,2.34,0.91,4.273,0.99
15914,2.34,0.91,4.273,0.99
15915,2.34,0.91,4.273,0.99
15916,2.34,0.91,4.273,0.99
15917,2.34,0.91,4.273,0.99
15918,2.34,0.91,4.273,0.99
15919,2.34,0.91,4.273,0.99
15920,2.34,0.91,4.273,0.99
15921,4.902,0.99,-16.42,0.00
15922,3.194,0.96,-14.6,0.00
15923,3.052,0.95,19.91,1.00
15924,3.052,0.95,19.91,1.00
15925,3.052,0.95,19.91,1.00
15926,3.052,0.95,19.91,1.00
15927,3.052,0.95,19.91,1.00
15928,3.568,0.97,7.169,1.00
15929,2.495,0.92,2.593,0.93
15930,2.495,0.92,2.593,0.93
15931,4.314,0.99,-20.08,0.00
15932,2.186,0.90,3.659,0.97
15933,2.186,0.90,3.659,0.97
15934,2.186,0.90,3.659,0.97
15935,2.186,0.90,3.659,0.97
15936,2.186,0.90,3.659,0.97
15937,2.186,0.90,3.659,0.97
15938,2.186,0.90,3.659,0.97
15939,2.186,0.90,3.659,0.97
15940,2.186,0.90,3.659,0.97
15941,3.478,0.97,11.51,1.00
15942,3.478,0.97,11.51,1.00
15943,3.478,0.97,11.51,1.00
15944,3.478,0.97,11.51,1.00
15945,3.156,0.96,11.38,1.00
15946,3.156,0.96,11.38,1.00
15947,3.156,0.96,11.38,1.00
15948,3.322,0.97,2.702,0.94
15949,3.322,0.97,2.702,0.94
15950,3.322,0.97,2.702,0.94
15951,3.786,0.98,-5.572,0.00
15952,4.291,0.99,3.439,0.97
15953,4.291,0.99,3.439,0.97
15954,4.291,0.99,3.439,0.97
15955,4.291,0.99,3.439,0.97
15956,4.291,0.99,3.439,0.97
15957,4.291,0.99,3.439,0.97
15958,4.291,0.99,3.439,0.97
15959,4.291,0.99,3.439,0.97
15960,4.291,0.99,3.439,0.97
15961,3.998,0.98,-20.27,0.00
15962,2.521,0.93,7.842,1.00
15963,2.521,0.93,7.842,1.00
15964,2.6,0.93,4.048,0.98
15965,2.6,0.93,4.048,0.98
15966,2.6,0.93,4.048,0.98
15967,2.6,0.93,4.048,0.98
15968,2.6,0.93,4.048,0.98
15969,2.6,0.93,4.048,0.98
15970,2.6,0.93,4.048,0.98
15971,3.704,0.98,-9.093,0.00
15972,3.878,0.98,14.05,1.00
15973,3.878,0.98,14.05,1.00
15974,2.456,0.92,1.962,0.88
15975,2.909,0.95,9.832,1.00
15976,2.909,0.95,9.832,1.00
15977,2.909,0.95,9.832,1.00
15978,2.909,0.95,9.832,1.00
15979,3.434,0.97,5.605,1.00
15980,3.434,0.97,5.605,1.00
15981,3.359,0.97,-22.5,0.00
15982,3.701,0.98,-0.4103,0.40
15983,3.701,0.98,-0.4103,0.40
